num__product_variation_count,num__total_items_sold,num__total_orders,num__year,num__month,num__day_of_week,num__avg_items_per_order,cat__Country_Austria,cat__Country_Belgium,cat__Country_Canada,cat__Country_Channel Islands,cat__Country_Cyprus,cat__Country_Denmark,cat__Country_EIRE,cat__Country_Finland,cat__Country_France,cat__Country_Germany,cat__Country_Hong Kong,cat__Country_Iceland,cat__Country_Israel,cat__Country_Italy,cat__Country_Japan,cat__Country_Netherlands,cat__Country_Norway,cat__Country_Other,cat__Country_Poland,cat__Country_Portugal,cat__Country_Singapore,cat__Country_Spain,cat__Country_Sweden,cat__Country_Switzerland,cat__Country_United Kingdom,cat__Country_Unspecified,target
-0.6153473571173798,-0.6695345178860281,-0.7172609266350096,0.24978623339432163,0.5928701515604371,-0.8176963349223229,-0.40046986082474967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035959786994534
-0.6434054178608329,-0.6827313935973407,-0.7172609266350096,0.24978623339432163,0.884149834718391,2.053480343915099,-0.5219325428662794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.219913997212373
-0.04015711187659142,0.8781950655367083,-0.7172609266350096,0.24978623339432163,-0.28096889791342455,0.9050096723801302,2.0968028819491016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.733606948377961
-0.7696666912063718,-0.5951041388742253,-0.7172609266350096,0.24978623339432163,-0.28096889791342455,-0.8176963349223229,0.28457966588947803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554121700101795
-0.2786506281959427,-0.5924647637319628,-0.7172609266350096,0.24978623339432163,-0.28096889791342455,0.9050096723801302,0.308872202297784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0124035410475845
-0.6434054178608329,-0.7101808950768708,-0.7172609266350096,0.24978623339432163,0.30159046840248327,-0.8176963349223229,-0.7745749215126613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.003467225899132
-0.5592312356304736,-0.5650152622524327,-0.7172609266350096,0.24978623339432163,-0.28096889791342455,2.053480343915099,0.5615145809441658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.504333082707855
-0.23656353708076305,-0.4689420070740773,-0.20983045890176158,0.24978623339432163,0.30159046840248327,0.3307743366126458,0.012503258116451445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.161606486915013
-0.13836032447867724,-0.48002738267157985,-0.7172609266350096,0.24978623339432163,0.5928701515604371,-0.2434609991548385,1.3437342532916174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.872987835288763
-0.9239860252953638,-0.779860398832601,-0.7172609266350096,0.24978623339432163,1.175429517876345,-1.3919316706898073,-1.4158978826919382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.790265934544339
-0.6293763874891063,-0.6489473917763805,-0.7172609266350096,0.24978623339432163,1.175429517876345,-1.3919316706898073,-0.21098807683996326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.060244062502807
-0.7275796000911922,-0.7012070195931782,-0.7172609266350096,0.24978623339432163,1.175429517876345,-1.3919316706898073,-0.691980297724421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.014546106551303
-0.6293763874891063,-0.6500031418332856,-0.20983045890176158,0.24978623339432163,0.884149834718391,0.3307743366126458,-0.8207307406884425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18752463001245
-0.5031151141435675,-0.4689420070740773,-0.7172609266350096,0.24978623339432163,-1.737367313703194,-0.2434609991548385,1.4457629062065023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.480289930594306
1.8677910186782187,1.8415669924625249,1.8198914120312308,0.24978623339432163,1.4667092010342988,-1.3919316706898073,0.38859396960643316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.355733381426692
-0.2646215978242161,-0.3702293767534594,-0.7172609266350096,0.24978623339432163,-1.4460876305452401,-0.2434609991548385,2.0968028819491016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.825090804145295
-0.5592312356304736,-0.4974472586105124,-0.20983045890176158,0.24978623339432163,-1.154807947387286,0.3307743366126458,-0.11867643848840066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.587935615402466
-0.825782812693278,-0.7027906446785358,-0.7172609266350096,0.24978623339432163,-0.8635282642293323,0.3307743366126458,-0.7065558195694046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.347583607850955
-0.47505705340011434,-0.5998550141302978,-0.7172609266350096,0.24978623339432163,1.175429517876345,-1.3919316706898073,0.24085310035452734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6119469443852195
-0.517144144515294,-0.6468358916625705,-0.20983045890176158,0.24978623339432163,0.5928701515604371,-1.3919316706898073,-0.806155218843459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2733485934447915
-0.3768538407980285,-0.6288881406951855,-0.7172609266350096,0.24978623339432163,-1.4460876305452401,-0.2434609991548385,-0.02636480013683807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.637402188652131
1.8677910186782187,1.8415669924625249,1.8198914120312308,-4.003423192752847,1.4667092010342988,-0.2434609991548385,-0.44848810779183435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.911793587519675
1.8677910186782187,1.8415669924625249,1.8198914120312308,0.24978623339432163,-0.28096889791342455,-0.8176963349223229,-0.19757859674257844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.97324633064171
